Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Depth [m]	POC Flux [mol/m~^2/yr]
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	0.000	
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	61.000	
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	133.000	-0.04037
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	219.000	-0.02251
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	320.000	-0.01444
DBI1niA	1	B	1996-01-01T00:00	185.0000	-77.0000	436.000	-0.01006
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	0.000	
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	61.000	
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	133.000	-0.04365
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	219.000	-0.02440
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	320.000	-0.01568
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	436.000	-0.01093
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	568.000	-0.00803
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	719.000	-0.00610
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	888.000	-0.00477
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	1078.000	-0.00380
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	1289.000	-0.00309
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	1522.000	-0.00254
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	1779.000	-0.00212
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	2060.000	-0.00179
DBI1niA	2	B	1996-01-01T00:00	185.0000	-75.0000	2368.000	-0.00152
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	0.000	
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	61.000	
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	133.000	-0.01762
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	219.000	-0.00980
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	320.000	-0.00627
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	436.000	-0.00436
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	568.000	-0.00320
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	719.000	-0.00242
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	888.000	-0.00189
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	1078.000	-0.00150
DBI1niA	3	B	1996-01-01T00:00	195.0000	-77.0000	1289.000	-0.00122
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	0.000	
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	61.000	
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	133.000	-0.02608
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	219.000	-0.01454
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	320.000	-0.00932
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	436.000	-0.00649
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	568.000	-0.00476
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	719.000	-0.00361
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	888.000	-0.00282
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	1078.000	-0.00224
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	1289.000	-0.00182
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	1522.000	-0.00150
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	1779.000	-0.00125
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	2060.000	-0.00105
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	2368.000	-0.00089
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	2702.000	-0.00076
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	3064.000	-0.00066
DBI1niA	4	B	1996-01-01T00:00	195.0000	-75.0000	3456.000	-0.00057
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	0.000	
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	61.000	
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	133.000	-0.00541
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	219.000	-0.00300
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	320.000	-0.00192
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	436.000	-0.00133
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	568.000	-0.00098
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	719.000	-0.00074
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	888.000	-0.00058
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	1078.000	-0.00046
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	1289.000	-0.00037
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	1522.000	-0.00030
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	1779.000	-0.00025
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	2060.000	-0.00021
DBI1niA	5	B	1996-01-01T00:00	205.0000	-77.0000	2368.000	-0.00018
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	0.000	
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	61.000	
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	133.000	-0.00769
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	219.000	-0.00427
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	320.000	-0.00273
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	436.000	-0.00190
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	568.000	-0.00139
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	719.000	-0.00105
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	888.000	-0.00082
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	1078.000	-0.00065
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	1289.000	-0.00053
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	1522.000	-0.00044
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	1779.000	-0.00036
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	2060.000	-0.00031
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	2368.000	-0.00026
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	2702.000	-0.00022
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	3064.000	-0.00019
DBI1niA	6	B	1996-01-01T00:00	205.0000	-75.0000	3456.000	-0.00017
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	0.000	
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	61.000	
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	133.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	219.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	320.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	436.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	568.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	719.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	888.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	1078.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	1289.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	1522.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	1779.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	2060.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	2368.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	2702.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	3064.000	-0.00000
DBI1niA	7	B	1996-01-01T00:00	215.0000	-75.0000	3456.000	-0.00000
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	0.000	
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	61.000	
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	133.000	-0.47800
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	219.000	-0.27156
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	320.000	-0.17666
DBI1niA	8	B	1996-01-01T00:00	302.5000	-75.0000	436.000	-0.12441
DBI1niA	9	B	1996-01-01T00:00	307.5000	-77.0000	0.000	
DBI1niA	9	B	1996-01-01T00:00	307.5000	-77.0000	61.000	
DBI1niA	9	B	1996-01-01T00:00	307.5000	-77.0000	133.000	-0.24368
DBI1niA	9	B	1996-01-01T00:00	307.5000	-77.0000	219.000	-0.13887
DBI1niA	9	B	1996-01-01T00:00	307.5000	-77.0000	320.000	-0.09055
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	0.000	
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	61.000	
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	133.000	-0.41225
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	219.000	-0.23456
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	320.000	-0.15276
DBI1niA	10	B	1996-01-01T00:00	307.5000	-75.0000	436.000	-0.10768
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	0.000	
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	61.000	
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	133.000	-0.23488
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	219.000	-0.13397
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	320.000	-0.08741
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	436.000	-0.06171
DBI1niA	11	B	1996-01-01T00:00	315.0000	-77.0000	568.000	-0.04582
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	0.000	
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	61.000	
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	133.000	-0.38027
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	219.000	-0.21674
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	320.000	-0.14134
DBI1niA	12	B	1996-01-01T00:00	315.0000	-75.0000	436.000	-0.09974
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	0.000	
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	61.000	
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	133.000	-0.32997
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	219.000	-0.18834
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	320.000	-0.12296
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	436.000	-0.08684
DBI1niA	13	B	1996-01-01T00:00	325.0000	-77.0000	568.000	-0.06450
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	0.000	
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	61.000	
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	133.000	-0.42785
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	219.000	-0.24430
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	320.000	-0.15954
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	436.000	-0.11270
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	568.000	-0.08373
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	719.000	-0.06424
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	888.000	-0.05068
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	1078.000	-0.04076
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	1289.000	-0.03334
DBI1niA	14	B	1996-01-01T00:00	325.0000	-75.0000	1522.000	-0.02766
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	0.000	
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	61.000	
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	133.000	-0.40966
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	219.000	-0.23429
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	320.000	-0.15318
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	436.000	-0.10831
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	568.000	-0.08054
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	719.000	-0.06184
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	888.000	-0.04882
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	1078.000	-0.03928
DBI1niA	15	B	1996-01-01T00:00	332.5000	-75.0000	1289.000	-0.03215
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	0.000	
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	61.000	
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	133.000	-0.08169
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	219.000	-0.04575
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	320.000	-0.02943
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	436.000	-0.02054
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	568.000	-0.01511
DBI1niA	16	B	1996-01-01T00:00	167.5000	-77.0000	719.000	-0.01148
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	0.000	
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	61.000	
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	133.000	-0.06435
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	219.000	-0.03605
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	320.000	-0.02320
DBI1niA	17	B	1996-01-01T00:00	167.5000	-75.0000	436.000	-0.01620
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	0.000	
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	61.000	
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	133.000	-0.06816
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	219.000	-0.03811
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	320.000	-0.02449
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	436.000	-0.01708
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	568.000	-0.01255
DBI1niA	18	B	1996-01-01T00:00	175.0000	-77.0000	719.000	-0.00953
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	0.000	
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	61.000	
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	133.000	-0.05907
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	219.000	-0.03307
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	320.000	-0.02128
DBI1niA	19	B	1996-01-01T00:00	175.0000	-75.0000	436.000	-0.01485
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	0.000	
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	61.000	
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	133.000	-0.09003
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	219.000	-0.05054
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	320.000	-0.03258
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	436.000	-0.02278
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	568.000	-0.01677
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	719.000	-0.01277
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	888.000	-0.01000
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	1078.000	-0.00799
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	1289.000	-0.00650
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	1522.000	-0.00536
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	1779.000	-0.00447
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	2060.000	-0.00377
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	2368.000	-0.00321
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	2702.000	-0.00276
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	3064.000	-0.00238
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	3456.000	-0.00207
DBI1niA	20	B	1996-01-01T00:00	185.0000	-72.0000	3879.000	-0.00181
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	0.000	
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	61.000	
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	133.000	-0.07081
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	219.000	-0.03959
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	320.000	-0.02544
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	436.000	-0.01774
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	568.000	-0.01304
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	719.000	-0.00990
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	888.000	-0.00774
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	1078.000	-0.00618
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	1289.000	-0.00501
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	1522.000	-0.00413
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	1779.000	-0.00344
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	2060.000	-0.00290
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	2368.000	-0.00247
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	2702.000	-0.00212
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	3064.000	-0.00183
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	3456.000	-0.00159
DBI1niA	21	B	1996-01-01T00:00	195.0000	-72.0000	3879.000	-0.00139
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	0.000	
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	61.000	
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	133.000	-0.03204
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	219.000	-0.01785
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	320.000	-0.01144
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	436.000	-0.00796
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	568.000	-0.00584
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	719.000	-0.00443
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	888.000	-0.00345
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	1078.000	-0.00275
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	1289.000	-0.00223
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	1522.000	-0.00184
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	1779.000	-0.00153
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	2060.000	-0.00129
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	2368.000	-0.00109
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	2702.000	-0.00094
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	3064.000	-0.00081
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	3456.000	-0.00070
DBI1niA	22	B	1996-01-01T00:00	205.0000	-72.0000	3879.000	-0.00061
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	0.000	
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	61.000	
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	133.000	-0.00628
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	219.000	-0.00349
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	320.000	-0.00223
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	436.000	-0.00155
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	568.000	-0.00114
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	719.000	-0.00086
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	888.000	-0.00067
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	1078.000	-0.00053
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	1289.000	-0.00043
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	1522.000	-0.00036
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	1779.000	-0.00030
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	2060.000	-0.00025
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	2368.000	-0.00021
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	2702.000	-0.00018
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	3064.000	-0.00016
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	3456.000	-0.00014
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	3879.000	-0.00012
DBI1niA	23	B	1996-01-01T00:00	215.0000	-72.0000	4332.000	-0.00010
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	0.000	
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	61.000	
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	133.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	219.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	320.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	436.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	568.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	719.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	888.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	1078.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	1289.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	1522.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	1779.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	2060.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	2368.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	2702.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	3064.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	3456.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	3879.000	-0.00000
DBI1niA	24	B	1996-01-01T00:00	225.0000	-72.0000	4332.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	0.000	
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	61.000	
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	133.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	219.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	320.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	436.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	568.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	719.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	888.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	1078.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	1289.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	1522.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	1779.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	2060.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	2368.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	2702.000	-0.00000
DBI1niA	25	B	1996-01-01T00:00	235.0000	-72.0000	3064.000	-0.00000
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	0.000	
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	61.000	
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	133.000	-0.00513
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	219.000	-0.00286
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	320.000	-0.00183
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	436.000	-0.00128
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	568.000	-0.00094
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	719.000	-0.00071
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	888.000	-0.00055
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	1078.000	-0.00044
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	1289.000	-0.00036
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	1522.000	-0.00029
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	1779.000	-0.00025
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	2060.000	-0.00021
DBI1niA	26	B	1996-01-01T00:00	245.0000	-72.0000	2368.000	-0.00018
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	0.000	
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	61.000	
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	133.000	-0.06275
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	219.000	-0.03506
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	320.000	-0.02252
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	436.000	-0.01569
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	568.000	-0.01152
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	719.000	-0.00875
DBI1niA	27	B	1996-01-01T00:00	255.0000	-72.0000	888.000	-0.00684
