Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Depth [m]	POC Flux [mol/m~^2/yr]
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	61.000	
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	133.000	-1.60918
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	219.000	-0.94577
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	320.000	-0.63134
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	436.000	-0.45405
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	568.000	-0.34253
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	719.000	-0.26644
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	888.000	-0.21276
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	1078.000	-0.17304
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	1289.000	-0.14303
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	1522.000	-0.11982
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	1779.000	-0.10146
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	2060.000	-0.08678
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	2368.000	-0.07481
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	2702.000	-0.06499
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	3064.000	-0.05684
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	3456.000	-0.05000
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	3879.000	-0.04421
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	4332.000	-0.03930
DBI1niA	187	B	1996-01-01T00:00	337.5000	-60.0000	4819.000	-0.03508
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	0.000	
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	61.000	
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	133.000	-1.14026
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	219.000	-0.67597
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	320.000	-0.45420
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	436.000	-0.32840
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	568.000	-0.24887
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	719.000	-0.19437
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	888.000	-0.15578
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	1078.000	-0.12713
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	1289.000	-0.10540
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	1522.000	-0.08855
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	1779.000	-0.07519
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	2060.000	-0.06447
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	2368.000	-0.05571
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	2702.000	-0.04851
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	3064.000	-0.04252
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	3456.000	-0.03748
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	3879.000	-0.03321
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	4332.000	-0.02957
DBI1niA	188	B	1996-01-01T00:00	342.5000	-60.0000	4819.000	-0.02645
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	0.000	
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	61.000	
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	133.000	-0.86483
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	219.000	-0.51663
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	320.000	-0.34916
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	436.000	-0.25366
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	568.000	-0.19302
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	719.000	-0.15130
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	888.000	-0.12165
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	1078.000	-0.09957
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	1289.000	-0.08278
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	1522.000	-0.06972
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	1779.000	-0.05935
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	2060.000	-0.05100
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	2368.000	-0.04416
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	2702.000	-0.03854
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	3064.000	-0.03384
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	3456.000	-0.02989
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	3879.000	-0.02652
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	4332.000	-0.02366
DBI1niA	189	B	1996-01-01T00:00	347.5000	-60.0000	4819.000	-0.02120
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	0.000	
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	61.000	
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	133.000	-0.66050
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	219.000	-0.39840
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	320.000	-0.27125
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	436.000	-0.19824
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	568.000	-0.15162
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	719.000	-0.11939
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	888.000	-0.09639
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	1078.000	-0.07919
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	1289.000	-0.06607
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	1522.000	-0.05583
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	1779.000	-0.04766
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	2060.000	-0.04108
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	2368.000	-0.03567
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	2702.000	-0.03120
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	3064.000	-0.02747
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	3456.000	-0.02431
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	3879.000	-0.02163
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	4332.000	-0.01934
DBI1niA	190	B	1996-01-01T00:00	352.5000	-60.0000	4819.000	-0.01736
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	0.000	
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	61.000	
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	133.000	-0.67492
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	219.000	-0.41061
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	320.000	-0.28139
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	436.000	-0.20676
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	568.000	-0.15886
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	719.000	-0.12560
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	888.000	-0.10177
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	1078.000	-0.08389
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	1289.000	-0.07021
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	1522.000	-0.05949
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	1779.000	-0.05093
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	2060.000	-0.04400
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	2368.000	-0.03830
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	2702.000	-0.03358
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	3064.000	-0.02963
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	3456.000	-0.02628
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	3879.000	-0.02342
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	4332.000	-0.02098
DBI1niA	191	B	1996-01-01T00:00	357.5000	-60.0000	4819.000	-0.01887
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	0.000	
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	61.000	
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	133.000	-0.65702
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	219.000	-0.40346
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	320.000	-0.27845
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	436.000	-0.20578
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	568.000	-0.15889
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	719.000	-0.12618
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	888.000	-0.10265
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	1078.000	-0.08492
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	1289.000	-0.07130
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	1522.000	-0.06061
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	1779.000	-0.05203
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	2060.000	-0.04508
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	2368.000	-0.03934
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	2702.000	-0.03458
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	3064.000	-0.03058
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	3456.000	-0.02718
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	3879.000	-0.02428
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	4332.000	-0.02180
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	4819.000	-0.01964
DBI1niA	192	B	1996-01-01T00:00	2.5000	-60.0000	5339.000	-0.01777
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	0.000	
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	61.000	
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	133.000	-0.73827
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	219.000	-0.45662
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	320.000	-0.31687
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	436.000	-0.23521
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	568.000	-0.18230
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	719.000	-0.14527
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	888.000	-0.11853
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	1078.000	-0.09834
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	1289.000	-0.08278
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	1522.000	-0.07053
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	1779.000	-0.06069
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	2060.000	-0.05269
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	2368.000	-0.04607
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	2702.000	-0.04057
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	3064.000	-0.03595
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	3456.000	-0.03201
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	3879.000	-0.02864
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	4332.000	-0.02575
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	4819.000	-0.02324
DBI1niA	193	B	1996-01-01T00:00	7.5000	-60.0000	5339.000	-0.02105
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	0.000	
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	61.000	
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	133.000	-0.93487
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	219.000	-0.58263
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	320.000	-0.40666
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	436.000	-0.30329
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	568.000	-0.23602
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	719.000	-0.18875
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	888.000	-0.15451
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	1078.000	-0.12856
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	1289.000	-0.10852
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	1522.000	-0.09270
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	1779.000	-0.07995
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	2060.000	-0.06957
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	2368.000	-0.06096
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	2702.000	-0.05380
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	3064.000	-0.04775
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	3456.000	-0.04260
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	3879.000	-0.03818
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	4332.000	-0.03439
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	4819.000	-0.03108
DBI1niA	194	B	1996-01-01T00:00	12.5000	-60.0000	5339.000	-0.02820
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	0.000	
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	61.000	
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	133.000	-1.17600
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	219.000	-0.73643
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	320.000	-0.51588
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	436.000	-0.38590
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	568.000	-0.30108
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	719.000	-0.24132
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	888.000	-0.19794
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	1078.000	-0.16501
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	1289.000	-0.13952
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	1522.000	-0.11938
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	1779.000	-0.10312
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	2060.000	-0.08986
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	2368.000	-0.07884
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	2702.000	-0.06966
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	3064.000	-0.06191
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	3456.000	-0.05529
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	3879.000	-0.04961
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	4332.000	-0.04473
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	4819.000	-0.04047
DBI1niA	195	B	1996-01-01T00:00	17.5000	-60.0000	5339.000	-0.03676
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	0.000	
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	61.000	
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	133.000	-1.40898
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	219.000	-0.88613
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	320.000	-0.62279
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	436.000	-0.46711
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	568.000	-0.36527
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	719.000	-0.29336
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	888.000	-0.24107
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	1078.000	-0.20130
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	1289.000	-0.17047
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	1522.000	-0.14607
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	1779.000	-0.12634
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	2060.000	-0.11023
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	2368.000	-0.09684
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	2702.000	-0.08566
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	3064.000	-0.07620
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	3456.000	-0.06813
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	3879.000	-0.06120
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	4332.000	-0.05522
DBI1niA	196	B	1996-01-01T00:00	22.5000	-60.0000	4819.000	-0.05002
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	0.000	
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	61.000	
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	133.000	-1.57391
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	219.000	-0.99202
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	320.000	-0.69837
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	436.000	-0.52451
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	568.000	-0.41063
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	719.000	-0.33014
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	888.000	-0.27154
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	1078.000	-0.22694
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	1289.000	-0.19233
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	1522.000	-0.16492
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	1779.000	-0.14274
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	2060.000	-0.12463
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	2368.000	-0.10955
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	2702.000	-0.09696
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	3064.000	-0.08630
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	3456.000	-0.07720
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	3879.000	-0.06938
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	4332.000	-0.06264
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	4819.000	-0.05676
DBI1niA	197	B	1996-01-01T00:00	27.5000	-60.0000	5339.000	-0.05162
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	0.000	
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	61.000	
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	133.000	-1.79658
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	219.000	-1.13428
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	320.000	-0.79954
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	436.000	-0.60112
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	568.000	-0.47103
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	719.000	-0.37900
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	888.000	-0.31196
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	1078.000	-0.26088
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	1289.000	-0.22124
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	1522.000	-0.18981
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	1779.000	-0.16437
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	2060.000	-0.14358
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	2368.000	-0.12627
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	2702.000	-0.11180
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	3064.000	-0.09956
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	3456.000	-0.08910
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	3879.000	-0.08010
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	4332.000	-0.07235
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	4819.000	-0.06558
DBI1niA	198	B	1996-01-01T00:00	32.5000	-60.0000	5339.000	-0.05966
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	0.000	
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	61.000	
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	133.000	-1.86277
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	219.000	-1.17639
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	320.000	-0.82939
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	436.000	-0.62367
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	568.000	-0.48876
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	719.000	-0.39332
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	888.000	-0.32378
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	1078.000	-0.27080
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	1289.000	-0.22967
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	1522.000	-0.19706
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	1779.000	-0.17067
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	2060.000	-0.14909
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	2368.000	-0.13112
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	2702.000	-0.11611
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	3064.000	-0.10341
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	3456.000	-0.09255
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	3879.000	-0.08320
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	4332.000	-0.07515
DBI1niA	199	B	1996-01-01T00:00	37.5000	-60.0000	4819.000	-0.06812
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	0.000	
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	61.000	
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	133.000	-1.97906
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	219.000	-1.24891
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	320.000	-0.88003
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	436.000	-0.66145
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	568.000	-0.51817
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	719.000	-0.41684
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	888.000	-0.34304
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	1078.000	-0.28682
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	1289.000	-0.24319
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	1522.000	-0.20862
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	1779.000	-0.18063
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	2060.000	-0.15776
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	2368.000	-0.13872
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	2702.000	-0.12282
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	3064.000	-0.10936
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	3456.000	-0.09786
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	3879.000	-0.08796
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	4332.000	-0.07944
DBI1niA	200	B	1996-01-01T00:00	42.5000	-60.0000	4819.000	-0.07200
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	0.000	
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	61.000	
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	133.000	-1.94597
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	219.000	-1.22659
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	320.000	-0.86354
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	436.000	-0.64859
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	568.000	-0.50778
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	719.000	-0.40825
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	888.000	-0.33580
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	1078.000	-0.28065
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	1289.000	-0.23786
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	1522.000	-0.20396
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	1779.000	-0.17654
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	2060.000	-0.15413
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	2368.000	-0.13549
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	2702.000	-0.11991
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	3064.000	-0.10674
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	3456.000	-0.09549
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	3879.000	-0.08581
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	4332.000	-0.07747
DBI1niA	201	B	1996-01-01T00:00	47.5000	-60.0000	4819.000	-0.07020
DBI1niA	202	B	1996-01-01T00:00	52.5000	-60.0000	0.000	
DBI1niA	202	B	1996-01-01T00:00	52.5000	-60.0000	61.000	
DBI1niA	202	B	1996-01-01T00:00	52.5000	-60.0000	133.000	-1.73509
